Intersection,Date,Hour,Period,Weather,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks
Bwaise Junction,2026-06-08,21,Off-Peak,Dry,126,270,81,54,3
Bwaise Junction,2026-06-08,21,Off-Peak,Dry,93,286,72,41,6
Bwaise Junction,2026-06-08,21,Off-Peak,Dry,149,529,93,59,11
Bwaise Junction,2026-06-08,21,Off-Peak,Dry,124,254,68,57,7
Bwaise Junction,2026-06-09,6,Off-Peak,Dry,80,284,60,25,3
Bwaise Junction,2026-06-09,6,Off-Peak,Dry,101,237,68,44,6
Bwaise Junction,2026-06-09,6,Off-Peak,Dry,151,305,69,60,6
Bwaise Junction,2026-06-09,6,Off-Peak,Wet (Rain),120,336,74,40,4
Bwaise Junction,2026-06-09,7,Peak,Dry,300,894,201,119,20
Bwaise Junction,2026-06-09,7,Peak,Wet (Rain),193,768,161,74,13
Bwaise Junction,2026-06-09,7,Peak,Dry,275,1062,174,98,17
Bwaise Junction,2026-06-09,7,Peak,Dry,299,846,196,105,18
Bwaise Junction,2026-06-09,8,Peak,Dry,347,898,209,125,25
Bwaise Junction,2026-06-09,8,Peak,Dry,312,648,187,129,12
Bwaise Junction,2026-06-09,8,Peak,Wet (Rain),207,720,134,64,14
Bwaise Junction,2026-06-09,8,Peak,Dry,360,1062,232,173,14
Bwaise Junction,2026-06-09,9,Off-Peak,Dry,251,881,202,124,8
Bwaise Junction,2026-06-09,9,Off-Peak,Dry,303,856,191,103,8
Bwaise Junction,2026-06-09,9,Off-Peak,Wet (Rain),285,642,162,95,14
Bwaise Junction,2026-06-09,9,Off-Peak,Dry,374,1089,242,182,24
Bwaise Junction,2026-06-09,10,Off-Peak,Dry,120,262,67,58,6
Bwaise Junction,2026-06-09,10,Off-Peak,Dry,108,188,65,51,5
Bwaise Junction,2026-06-09,10,Off-Peak,Wet (Rain),134,384,65,42,10
Bwaise Junction,2026-06-09,10,Off-Peak,Dry,131,408,80,40,5
Bwaise Junction,2026-06-09,11,Off-Peak,Dry,170,522,111,70,4
Bwaise Junction,2026-06-09,11,Off-Peak,Wet (Rain),119,401,69,46,6
Bwaise Junction,2026-06-09,11,Off-Peak,Dry,121,345,95,59,7
Bwaise Junction,2026-06-09,11,Off-Peak,Wet (Rain),136,380,82,59,9
Bwaise Junction,2026-06-09,12,Off-Peak,Dry,119,300,63,39,9
Bwaise Junction,2026-06-09,12,Off-Peak,Dry,152,431,73,49,7
Bwaise Junction,2026-06-09,12,Off-Peak,Dry,129,380,82,62,9
Bwaise Junction,2026-06-09,12,Off-Peak,Wet (Rain),135,305,90,54,3
Bwaise Junction,2026-06-09,13,Off-Peak,Wet (Rain),96,263,60,37,6
Bwaise Junction,2026-06-09,13,Off-Peak,Dry,170,322,97,81,6
Bwaise Junction,2026-06-09,13,Off-Peak,Dry,153,399,66,60,8
Bwaise Junction,2026-06-09,13,Off-Peak,Dry,94,317,65,34,3
Bwaise Junction,2026-06-09,14,Off-Peak,Wet (Rain),113,324,60,48,8
Bwaise Junction,2026-06-09,14,Off-Peak,Dry,100,279,53,48,3
Bwaise Junction,2026-06-09,14,Off-Peak,Dry,98,232,54,40,5
Bwaise Junction,2026-06-09,14,Off-Peak,Dry,131,321,67,43,4
Bwaise Junction,2026-06-09,15,Off-Peak,Dry,105,300,58,41,5
Bwaise Junction,2026-06-09,15,Off-Peak,Dry,90,249,64,39,5
Bwaise Junction,2026-06-09,15,Off-Peak,Wet (Rain),73,237,57,28,2
Bwaise Junction,2026-06-09,15,Off-Peak,Dry,141,401,102,67,9
Bwaise Junction,2026-06-09,16,Peak,Wet (Rain),306,642,215,134,11
Bwaise Junction,2026-06-09,16,Peak,Dry,315,1237,242,99,17
Bwaise Junction,2026-06-09,16,Peak,Dry,369,1026,195,128,22
Bwaise Junction,2026-06-09,16,Peak,Dry,391,931,248,177,15
Bwaise Junction,2026-06-09,17,Peak,Wet (Rain),282,764,174,138,20
Bwaise Junction,2026-06-09,17,Peak,Wet (Rain),254,529,166,102,19
Bwaise Junction,2026-06-09,17,Peak,Wet (Rain),258,690,145,87,18
Bwaise Junction,2026-06-09,17,Peak,Dry,290,779,257,104,21
Bwaise Junction,2026-06-09,18,Peak,Wet (Rain),345,856,170,139,12
Bwaise Junction,2026-06-09,18,Peak,Dry,239,525,148,108,6
Bwaise Junction,2026-06-09,18,Peak,Dry,230,536,205,93,11
Bwaise Junction,2026-06-09,18,Peak,Dry,290,607,193,91,19
Bwaise Junction,2026-06-09,19,Off-Peak,Wet (Rain),253,912,193,92,17
Bwaise Junction,2026-06-09,19,Off-Peak,Dry,279,887,187,90,19
Bwaise Junction,2026-06-09,19,Off-Peak,Wet (Rain),270,896,152,114,12
Bwaise Junction,2026-06-09,19,Off-Peak,Wet (Rain),236,789,129,99,10
Bwaise Junction,2026-06-09,20,Off-Peak,Wet (Rain),119,283,61,43,8
Bwaise Junction,2026-06-09,20,Off-Peak,Dry,152,349,75,74,11
Bwaise Junction,2026-06-09,20,Off-Peak,Wet (Rain),110,195,54,51,7
Bwaise Junction,2026-06-09,20,Off-Peak,Wet (Rain),140,258,86,44,10
Bwaise Junction,2026-06-09,21,Off-Peak,Dry,133,311,69,47,3
Bwaise Junction,2026-06-09,21,Off-Peak,Dry,108,416,66,48,2
Bwaise Junction,2026-06-09,21,Off-Peak,Dry,96,206,70,33,3
Bwaise Junction,2026-06-09,21,Off-Peak,Wet (Rain),102,320,90,34,3
Bwaise Junction,2026-06-10,6,Off-Peak,Dry,172,481,92,80,5
Bwaise Junction,2026-06-10,6,Off-Peak,Dry,139,286,86,46,3
Bwaise Junction,2026-06-10,6,Off-Peak,Dry,121,293,63,38,8
Bwaise Junction,2026-06-10,6,Off-Peak,Dry,157,498,108,51,5
Bwaise Junction,2026-06-10,7,Peak,Dry,260,907,178,109,7
Bwaise Junction,2026-06-10,7,Peak,Dry,275,803,194,110,13
Bwaise Junction,2026-06-10,7,Peak,Dry,286,992,213,139,14
Bwaise Junction,2026-06-10,7,Peak,Dry,274,845,146,134,12
Bwaise Junction,2026-06-10,8,Peak,Dry,230,922,160,77,6
Bwaise Junction,2026-06-10,8,Peak,Dry,240,840,173,94,17
Bwaise Junction,2026-06-10,8,Peak,Dry,279,645,165,126,14
Bwaise Junction,2026-06-10,8,Peak,Dry,340,812,208,125,12
Bwaise Junction,2026-06-10,9,Off-Peak,Dry,234,668,200,75,12
Bwaise Junction,2026-06-10,9,Off-Peak,Dry,331,812,227,122,10
Bwaise Junction,2026-06-10,9,Off-Peak,Dry,287,676,196,135,12
Bwaise Junction,2026-06-10,9,Off-Peak,Dry,304,810,214,150,15
Bwaise Junction,2026-06-10,10,Off-Peak,Dry,97,374,69,40,4
Bwaise Junction,2026-06-10,10,Off-Peak,Dry,177,515,88,71,8
Bwaise Junction,2026-06-10,10,Off-Peak,Dry,156,396,86,62,8
Bwaise Junction,2026-06-10,10,Off-Peak,Dry,122,478,102,54,9
Bwaise Junction,2026-06-10,11,Off-Peak,Dry,109,352,63,50,4
Bwaise Junction,2026-06-10,11,Off-Peak,Dry,155,412,97,77,6
Bwaise Junction,2026-06-10,11,Off-Peak,Dry,126,365,75,37,6
Bwaise Junction,2026-06-10,11,Off-Peak,Dry,133,349,72,51,3
Bwaise Junction,2026-06-10,12,Off-Peak,Dry,175,314,109,86,8
Bwaise Junction,2026-06-10,12,Off-Peak,Dry,172,314,80,77,8
Bwaise Junction,2026-06-10,12,Off-Peak,Dry,112,267,61,41,6
Bwaise Junction,2026-06-10,12,Off-Peak,Dry,130,499,93,58,9
Bwaise Junction,2026-06-10,13,Off-Peak,Dry,123,245,79,53,6
Bwaise Junction,2026-06-10,13,Off-Peak,Dry,171,487,91,66,3
Bwaise Junction,2026-06-10,13,Off-Peak,Dry,117,300,66,38,7
Bwaise Junction,2026-06-10,13,Off-Peak,Dry,117,200,70,57,4
Bwaise Junction,2026-06-10,14,Off-Peak,Dry,118,305,86,39,4
Bwaise Junction,2026-06-10,14,Off-Peak,Dry,163,394,92,52,5
Bwaise Junction,2026-06-10,14,Off-Peak,Dry,171,270,96,82,10
Bwaise Junction,2026-06-10,14,Off-Peak,Dry,89,326,62,42,6
Bwaise Junction,2026-06-10,15,Off-Peak,Dry,147,313,89,71,5
Bwaise Junction,2026-06-10,15,Off-Peak,Dry,129,377,108,48,8
Bwaise Junction,2026-06-10,15,Off-Peak,Dry,89,250,75,42,5
Bwaise Junction,2026-06-10,15,Off-Peak,Dry,145,477,106,61,4
Bwaise Junction,2026-06-10,16,Peak,Dry,353,721,241,134,22
Bwaise Junction,2026-06-10,16,Peak,Dry,323,1025,216,152,7
Bwaise Junction,2026-06-10,16,Peak,Dry,387,974,242,169,30
Bwaise Junction,2026-06-10,16,Peak,Dry,356,744,205,107,16
Bwaise Junction,2026-06-10,17,Peak,Dry,405,758,243,159,21
Bwaise Junction,2026-06-10,17,Peak,Dry,278,802,159,101,21
Bwaise Junction,2026-06-10,17,Peak,Dry,298,1115,205,146,22
Bwaise Junction,2026-06-10,17,Peak,Dry,285,1072,227,112,17
Bwaise Junction,2026-06-10,18,Peak,Dry,249,579,202,121,14
Bwaise Junction,2026-06-10,18,Peak,Dry,342,947,158,139,14
Bwaise Junction,2026-06-10,18,Peak,Dry,377,1048,231,153,17
Bwaise Junction,2026-06-10,18,Peak,Dry,343,566,199,129,13
Bwaise Junction,2026-06-10,19,Off-Peak,Dry,303,1116,240,94,8
Bwaise Junction,2026-06-10,19,Off-Peak,Dry,295,817,179,118,13
Bwaise Junction,2026-06-10,19,Off-Peak,Dry,361,966,220,157,14
Bwaise Junction,2026-06-10,19,Off-Peak,Dry,343,991,178,107,24
Bwaise Junction,2026-06-10,20,Off-Peak,Dry,120,379,91,39,7
Bwaise Junction,2026-06-10,20,Off-Peak,Dry,174,395,84,60,6
Bwaise Junction,2026-06-10,20,Off-Peak,Dry,95,198,65,44,2
Bwaise Junction,2026-06-10,20,Off-Peak,Dry,155,402,101,52,12
Bwaise Junction,2026-06-10,21,Off-Peak,Dry,92,218,62,39,3
Bwaise Junction,2026-06-10,21,Off-Peak,Dry,141,413,85,49,4
Bwaise Junction,2026-06-10,21,Off-Peak,Dry,108,336,79,35,5
Bwaise Junction,2026-06-10,21,Off-Peak,Dry,164,430,98,63,10
Bwaise Junction,2026-06-11,6,Off-Peak,Dry,114,238,60,43,2
Bwaise Junction,2026-06-11,6,Off-Peak,Wet (Rain),95,223,41,30,3
Bwaise Junction,2026-06-11,6,Off-Peak,Wet (Rain),102,280,63,38,4
Bwaise Junction,2026-06-11,6,Off-Peak,Wet (Rain),73,247,63,34,3
Bwaise Junction,2026-06-11,7,Peak,Dry,260,821,158,105,13
Bwaise Junction,2026-06-11,7,Peak,Dry,341,1115,250,133,12
Bwaise Junction,2026-06-11,7,Peak,Dry,286,779,165,88,15
Bwaise Junction,2026-06-11,7,Peak,Wet (Rain),215,665,131,68,4
Bwaise Junction,2026-06-11,8,Peak,Dry,381,1082,199,141,15
Bwaise Junction,2026-06-11,8,Peak,Wet (Rain),230,604,122,87,9
Bwaise Junction,2026-06-11,8,Peak,Wet (Rain),226,733,138,89,4
Bwaise Junction,2026-06-11,8,Peak,Dry,342,657,178,140,17
Bwaise Junction,2026-06-11,9,Off-Peak,Dry,325,1039,201,102,12
Bwaise Junction,2026-06-11,9,Off-Peak,Wet (Rain),285,863,154,117,7
Bwaise Junction,2026-06-11,9,Off-Peak,Dry,300,1064,212,121,21
Bwaise Junction,2026-06-11,9,Off-Peak,Wet (Rain),218,495,191,67,5
Bwaise Junction,2026-06-11,10,Off-Peak,Wet (Rain),145,399,95,59,4
Bwaise Junction,2026-06-11,10,Off-Peak,Dry,171,360,79,75,11
Bwaise Junction,2026-06-11,10,Off-Peak,Dry,128,377,60,58,5
Bwaise Junction,2026-06-11,10,Off-Peak,Wet (Rain),120,291,86,56,3
Bwaise Junction,2026-06-11,11,Off-Peak,Wet (Rain),96,302,50,43,5
Bwaise Junction,2026-06-11,11,Off-Peak,Dry,108,403,96,36,4
Bwaise Junction,2026-06-11,11,Off-Peak,Wet (Rain),94,182,62,44,2
Bwaise Junction,2026-06-11,11,Off-Peak,Wet (Rain),77,165,59,28,2
Bwaise Junction,2026-06-11,12,Off-Peak,Wet (Rain),119,356,57,45,2
Bwaise Junction,2026-06-11,12,Off-Peak,Wet (Rain),137,225,64,68,5
Bwaise Junction,2026-06-11,12,Off-Peak,Dry,162,373,88,71,4
Bwaise Junction,2026-06-11,12,Off-Peak,Dry,151,259,92,49,9
Bwaise Junction,2026-06-11,13,Off-Peak,Dry,105,327,55,49,6
Bwaise Junction,2026-06-11,13,Off-Peak,Dry,103,254,64,43,4
Bwaise Junction,2026-06-11,13,Off-Peak,Wet (Rain),110,303,72,51,2
Bwaise Junction,2026-06-11,13,Off-Peak,Dry,133,465,103,53,4
Bwaise Junction,2026-06-11,14,Off-Peak,Dry,96,297,64,45,5
Bwaise Junction,2026-06-11,14,Off-Peak,Wet (Rain),112,352,89,42,3
Bwaise Junction,2026-06-11,14,Off-Peak,Wet (Rain),99,390,63,41,7
Bwaise Junction,2026-06-11,14,Off-Peak,Dry,117,319,61,37,4
Bwaise Junction,2026-06-11,15,Off-Peak,Wet (Rain),103,227,75,43,4
Bwaise Junction,2026-06-11,15,Off-Peak,Dry,134,413,70,64,4
Bwaise Junction,2026-06-11,15,Off-Peak,Wet (Rain),83,160,54,25,1
Bwaise Junction,2026-06-11,15,Off-Peak,Wet (Rain),116,438,87,43,7
Bwaise Junction,2026-06-11,16,Peak,Dry,331,914,230,133,8
Bwaise Junction,2026-06-11,16,Peak,Dry,358,937,225,143,11
Bwaise Junction,2026-06-11,16,Peak,Dry,266,1092,191,107,14
Bwaise Junction,2026-06-11,16,Peak,Wet (Rain),247,912,206,76,13
Bwaise Junction,2026-06-11,17,Peak,Wet (Rain),272,590,153,110,9
Bwaise Junction,2026-06-11,17,Peak,Wet (Rain),275,749,199,122,21
Bwaise Junction,2026-06-11,17,Peak,Wet (Rain),278,700,180,105,7
Bwaise Junction,2026-06-11,17,Peak,Wet (Rain),208,690,148,98,11
Bwaise Junction,2026-06-11,18,Peak,Wet (Rain),318,811,166,105,19
Bwaise Junction,2026-06-11,18,Peak,Dry,381,1155,254,137,26
Bwaise Junction,2026-06-11,18,Peak,Dry,263,564,173,109,10
Bwaise Junction,2026-06-11,18,Peak,Dry,287,868,169,105,22
Bwaise Junction,2026-06-11,19,Off-Peak,Dry,330,1040,256,119,11
Bwaise Junction,2026-06-11,19,Off-Peak,Dry,272,1097,246,101,7
Bwaise Junction,2026-06-11,19,Off-Peak,Dry,321,1000,216,127,17
Bwaise Junction,2026-06-11,19,Off-Peak,Dry,340,768,168,157,12
Bwaise Junction,2026-06-11,20,Off-Peak,Dry,122,431,99,38,6
Bwaise Junction,2026-06-11,20,Off-Peak,Dry,141,392,98,57,9
Bwaise Junction,2026-06-11,20,Off-Peak,Dry,183,384,88,83,6
Bwaise Junction,2026-06-11,20,Off-Peak,Wet (Rain),73,206,60,23,5
Bwaise Junction,2026-06-11,21,Off-Peak,Dry,142,359,66,49,5
Bwaise Junction,2026-06-11,21,Off-Peak,Dry,96,204,73,45,5
Bwaise Junction,2026-06-11,21,Off-Peak,Wet (Rain),143,451,77,71,5
Bwaise Junction,2026-06-11,21,Off-Peak,Dry,123,252,54,46,8
Bwaise Junction,2026-06-12,6,Off-Peak,Dry,97,214,66,30,3
Bwaise Junction,2026-06-12,6,Off-Peak,Dry,109,317,91,45,8
Bwaise Junction,2026-06-12,6,Off-Peak,Dry,92,226,50,44,7
Bwaise Junction,2026-06-12,6,Off-Peak,Dry,116,457,105,43,6
Bwaise Junction,2026-06-12,7,Peak,Dry,272,1103,235,134,8
Bwaise Junction,2026-06-12,7,Peak,Dry,250,796,221,84,7
Bwaise Junction,2026-06-12,7,Peak,Dry,352,1095,189,106,17
Bwaise Junction,2026-06-12,7,Peak,Dry,288,894,231,110,9
Bwaise Junction,2026-06-12,8,Peak,Dry,272,982,213,88,7
Bwaise Junction,2026-06-12,8,Peak,Dry,279,762,160,99,6
Bwaise Junction,2026-06-12,8,Peak,Dry,310,796,179,127,12
Bwaise Junction,2026-06-12,8,Peak,Dry,365,1032,224,152,17
Bwaise Junction,2026-06-12,9,Off-Peak,Dry,343,1118,254,159,20
Bwaise Junction,2026-06-12,9,Off-Peak,Dry,366,645,166,128,26
Bwaise Junction,2026-06-12,9,Off-Peak,Dry,356,1116,167,153,19
Bwaise Junction,2026-06-12,9,Off-Peak,Dry,298,878,159,89,18
Bwaise Junction,2026-06-12,10,Off-Peak,Dry,132,314,77,45,6
Bwaise Junction,2026-06-12,10,Off-Peak,Dry,100,240,71,43,6
Bwaise Junction,2026-06-12,10,Off-Peak,Dry,145,413,100,56,3
Bwaise Junction,2026-06-12,10,Off-Peak,Dry,133,302,66,56,5
Bwaise Junction,2026-06-12,11,Off-Peak,Dry,108,398,94,35,3
Bwaise Junction,2026-06-12,11,Off-Peak,Dry,122,277,60,40,8
Bwaise Junction,2026-06-12,11,Off-Peak,Dry,135,343,89,59,6
Bwaise Junction,2026-06-12,11,Off-Peak,Dry,99,232,62,47,4
Bwaise Junction,2026-06-12,12,Off-Peak,Dry,108,347,68,33,3
Bwaise Junction,2026-06-12,12,Off-Peak,Dry,181,364,114,64,8
Bwaise Junction,2026-06-12,12,Off-Peak,Dry,101,312,57,32,6
Bwaise Junction,2026-06-12,12,Off-Peak,Dry,125,435,101,47,2
Bwaise Junction,2026-06-12,13,Off-Peak,Dry,124,247,73,44,9
Bwaise Junction,2026-06-12,13,Off-Peak,Dry,138,468,93,56,5
Bwaise Junction,2026-06-12,13,Off-Peak,Dry,121,287,82,39,3
Bwaise Junction,2026-06-12,13,Off-Peak,Dry,99,401,74,32,3
Bwaise Junction,2026-06-12,14,Off-Peak,Dry,140,398,79,56,5
Bwaise Junction,2026-06-12,14,Off-Peak,Dry,92,331,67,28,2
Bwaise Junction,2026-06-12,14,Off-Peak,Dry,164,402,92,71,6
Bwaise Junction,2026-06-12,14,Off-Peak,Dry,94,329,71,41,4
Bwaise Junction,2026-06-12,15,Off-Peak,Dry,91,206,56,36,6
Bwaise Junction,2026-06-12,15,Off-Peak,Dry,85,257,64,29,6
Bwaise Junction,2026-06-12,15,Off-Peak,Dry,129,342,92,48,3
Bwaise Junction,2026-06-12,15,Off-Peak,Dry,144,382,69,71,9
Bwaise Junction,2026-06-12,16,Peak,Dry,402,839,207,155,21
Bwaise Junction,2026-06-12,16,Peak,Dry,249,753,204,81,18
Bwaise Junction,2026-06-12,16,Peak,Dry,255,576,167,91,8
Bwaise Junction,2026-06-12,16,Peak,Dry,327,901,196,135,25
Bwaise Junction,2026-06-12,17,Peak,Dry,310,707,227,100,10
Bwaise Junction,2026-06-12,17,Peak,Dry,421,1043,249,128,30
Bwaise Junction,2026-06-12,17,Peak,Dry,330,567,177,131,12
Bwaise Junction,2026-06-12,17,Peak,Dry,320,777,158,103,15
Bwaise Junction,2026-06-12,18,Peak,Dry,422,1108,205,175,19
Bwaise Junction,2026-06-12,18,Peak,Dry,292,826,217,87,17
Bwaise Junction,2026-06-12,18,Peak,Dry,271,969,164,102,9
Bwaise Junction,2026-06-12,18,Peak,Dry,314,613,186,103,15
Bwaise Junction,2026-06-12,19,Off-Peak,Dry,285,1072,217,122,18
Bwaise Junction,2026-06-12,19,Off-Peak,Dry,346,839,197,172,25
Bwaise Junction,2026-06-12,19,Off-Peak,Dry,298,541,200,105,23
Bwaise Junction,2026-06-12,19,Off-Peak,Dry,375,1037,248,141,19
Bwaise Junction,2026-06-12,20,Off-Peak,Dry,142,391,87,65,4
Bwaise Junction,2026-06-12,20,Off-Peak,Dry,122,433,88,47,2
Bwaise Junction,2026-06-12,20,Off-Peak,Dry,89,181,53,41,2
Bwaise Junction,2026-06-12,20,Off-Peak,Dry,124,289,91,39,8
Bwaise Junction,2026-06-12,21,Off-Peak,Dry,74,223,55,30,1
Bwaise Junction,2026-06-12,21,Off-Peak,Dry,171,310,82,65,6
Bwaise Junction,2026-06-12,21,Off-Peak,Dry,187,387,102,81,5
Bwaise Junction,2026-06-12,21,Off-Peak,Dry,128,371,83,48,8
Bwaise Junction,2026-06-13,6,Off-Peak,Dry,83,257,51,30,3
Bwaise Junction,2026-06-13,6,Off-Peak,Dry,110,213,54,38,5
Bwaise Junction,2026-06-13,6,Off-Peak,Dry,138,284,83,60,11
Bwaise Junction,2026-06-13,6,Off-Peak,Dry,159,332,107,62,3
Bwaise Junction,2026-06-13,7,Peak,Dry,293,831,197,146,21
Bwaise Junction,2026-06-13,7,Peak,Dry,422,897,214,153,21
Bwaise Junction,2026-06-13,7,Peak,Dry,328,781,181,138,14
Bwaise Junction,2026-06-13,7,Peak,Dry,291,973,222,110,16
Bwaise Junction,2026-06-13,8,Peak,Dry,346,817,175,127,16
Bwaise Junction,2026-06-13,8,Peak,Dry,359,1010,226,108,26
Bwaise Junction,2026-06-13,8,Peak,Dry,345,633,213,162,25
Bwaise Junction,2026-06-13,8,Peak,Dry,343,849,242,161,16
Bwaise Junction,2026-06-13,9,Off-Peak,Dry,292,890,201,101,19
Bwaise Junction,2026-06-13,9,Off-Peak,Dry,304,961,169,111,18
Bwaise Junction,2026-06-13,9,Off-Peak,Dry,290,920,231,122,18
Bwaise Junction,2026-06-13,9,Off-Peak,Dry,337,774,199,150,14
Bwaise Junction,2026-06-13,10,Off-Peak,Dry,153,366,76,71,3
Bwaise Junction,2026-06-13,10,Off-Peak,Dry,92,357,55,40,5
Bwaise Junction,2026-06-13,10,Off-Peak,Dry,146,436,74,63,5
Bwaise Junction,2026-06-13,10,Off-Peak,Dry,118,305,62,58,4
Bwaise Junction,2026-06-13,11,Off-Peak,Dry,115,364,74,49,3
Bwaise Junction,2026-06-13,11,Off-Peak,Dry,92,180,59,32,2
Bwaise Junction,2026-06-13,11,Off-Peak,Dry,99,314,65,47,6
Bwaise Junction,2026-06-13,11,Off-Peak,Dry,103,181,50,50,3
Bwaise Junction,2026-06-13,12,Off-Peak,Dry,132,474,100,65,8
Bwaise Junction,2026-06-13,12,Off-Peak,Dry,165,337,101,66,12
Bwaise Junction,2026-06-13,12,Off-Peak,Dry,94,259,51,35,2
Bwaise Junction,2026-06-13,12,Off-Peak,Dry,130,359,97,60,9
Bwaise Junction,2026-06-13,13,Off-Peak,Dry,84,300,63,25,5
Bwaise Junction,2026-06-13,13,Off-Peak,Dry,112,295,82,45,7
Bwaise Junction,2026-06-13,13,Off-Peak,Dry,175,443,115,71,10
Bwaise Junction,2026-06-13,13,Off-Peak,Dry,158,313,110,68,5
Bwaise Junction,2026-06-13,14,Off-Peak,Dry,130,428,93,58,3
Bwaise Junction,2026-06-13,14,Off-Peak,Dry,141,262,85,51,5
Bwaise Junction,2026-06-13,14,Off-Peak,Dry,118,307,102,51,7
Bwaise Junction,2026-06-13,14,Off-Peak,Dry,130,396,70,63,7
Bwaise Junction,2026-06-13,15,Off-Peak,Dry,144,340,92,54,11
Bwaise Junction,2026-06-13,15,Off-Peak,Dry,163,337,108,52,5
Bwaise Junction,2026-06-13,15,Off-Peak,Dry,140,481,86,53,3
Bwaise Junction,2026-06-13,15,Off-Peak,Dry,134,379,69,60,9
Bwaise Junction,2026-06-13,16,Peak,Dry,263,794,193,102,14
Bwaise Junction,2026-06-13,16,Peak,Dry,326,1003,252,119,23
Bwaise Junction,2026-06-13,16,Peak,Dry,360,817,192,125,14
Bwaise Junction,2026-06-13,16,Peak,Dry,383,835,204,158,16
Bwaise Junction,2026-06-13,17,Peak,Dry,315,1020,167,103,7
Bwaise Junction,2026-06-13,17,Peak,Dry,238,986,202,108,9
Bwaise Junction,2026-06-13,17,Peak,Dry,319,984,192,99,24
Bwaise Junction,2026-06-13,17,Peak,Dry,264,936,167,106,18
Bwaise Junction,2026-06-13,18,Peak,Dry,269,625,160,116,14
Bwaise Junction,2026-06-13,18,Peak,Dry,228,932,195,78,14
Bwaise Junction,2026-06-13,18,Peak,Dry,335,865,163,135,19
Bwaise Junction,2026-06-13,18,Peak,Dry,370,637,182,171,29
Bwaise Junction,2026-06-13,19,Off-Peak,Dry,328,795,193,99,10
Bwaise Junction,2026-06-13,19,Off-Peak,Dry,320,1055,224,150,20
Bwaise Junction,2026-06-13,19,Off-Peak,Dry,257,906,203,115,17
Bwaise Junction,2026-06-13,19,Off-Peak,Dry,379,727,256,129,10
Bwaise Junction,2026-06-13,20,Off-Peak,Dry,149,281,99,62,3
Bwaise Junction,2026-06-13,20,Off-Peak,Dry,119,352,72,47,4
Bwaise Junction,2026-06-13,20,Off-Peak,Dry,155,291,96,55,6
Bwaise Junction,2026-06-13,20,Off-Peak,Dry,113,311,70,52,6
Bwaise Junction,2026-06-13,21,Off-Peak,Dry,138,250,84,57,7
Bwaise Junction,2026-06-13,21,Off-Peak,Dry,141,359,76,56,7
Bwaise Junction,2026-06-13,21,Off-Peak,Dry,128,327,62,50,6
Bwaise Junction,2026-06-13,21,Off-Peak,Dry,126,423,102,48,3
Bwaise Junction,2026-06-14,6,Off-Peak,Dry,135,365,66,55,5
Bwaise Junction,2026-06-14,6,Off-Peak,Dry,152,358,110,47,9
Bwaise Junction,2026-06-14,6,Off-Peak,Dry,131,355,67,46,6
Bwaise Junction,2026-06-14,6,Off-Peak,Dry,101,374,63,44,6
Bwaise Junction,2026-06-14,7,Peak,Dry,353,862,204,118,19
Bwaise Junction,2026-06-14,7,Peak,Dry,298,692,212,119,18
Bwaise Junction,2026-06-14,7,Peak,Dry,290,863,234,139,20
Bwaise Junction,2026-06-14,7,Peak,Dry,259,753,183,102,11
Bwaise Junction,2026-06-14,8,Peak,Dry,295,1231,264,117,23
Bwaise Junction,2026-06-14,8,Peak,Dry,317,677,169,144,11
Bwaise Junction,2026-06-14,8,Peak,Dry,383,1036,223,140,13
Bwaise Junction,2026-06-14,8,Peak,Dry,356,893,196,115,27
Bwaise Junction,2026-06-14,9,Off-Peak,Dry,265,551,206,128,11
Bwaise Junction,2026-06-14,9,Off-Peak,Dry,266,734,204,128,9
Bwaise Junction,2026-06-14,9,Off-Peak,Dry,288,754,252,134,22
Bwaise Junction,2026-06-14,9,Off-Peak,Dry,268,562,161,131,17
Bwaise Junction,2026-06-14,10,Off-Peak,Dry,148,378,69,56,9
Bwaise Junction,2026-06-14,10,Off-Peak,Dry,87,276,51,39,3
Bwaise Junction,2026-06-14,10,Off-Peak,Dry,133,350,98,42,6
Bwaise Junction,2026-06-14,10,Off-Peak,Dry,90,276,46,30,3
Bwaise Junction,2026-06-14,11,Off-Peak,Dry,114,237,73,40,8
Bwaise Junction,2026-06-14,11,Off-Peak,Dry,140,297,92,54,3
Bwaise Junction,2026-06-14,11,Off-Peak,Dry,102,225,63,36,6
Bwaise Junction,2026-06-14,11,Off-Peak,Dry,148,318,75,66,8
Bwaise Junction,2026-06-14,12,Off-Peak,Dry,147,397,110,57,7
Bwaise Junction,2026-06-14,12,Off-Peak,Dry,98,314,61,46,6
Bwaise Junction,2026-06-14,12,Off-Peak,Dry,96,191,57,47,3
Bwaise Junction,2026-06-14,12,Off-Peak,Dry,141,353,87,57,5
Bwaise Junction,2026-06-14,13,Off-Peak,Dry,80,250,71,25,4
Bwaise Junction,2026-06-14,13,Off-Peak,Dry,85,232,64,33,5
Bwaise Junction,2026-06-14,13,Off-Peak,Dry,133,377,75,56,9
Bwaise Junction,2026-06-14,13,Off-Peak,Dry,177,405,77,86,10
Bwaise Junction,2026-06-14,14,Off-Peak,Dry,79,280,49,38,2
Bwaise Junction,2026-06-14,14,Off-Peak,Dry,138,379,66,59,8
Bwaise Junction,2026-06-14,14,Off-Peak,Dry,90,206,69,32,6
